County,Median Home Price 2025,Monthly Payment 2025
Cuyahoga County,"$211,290.00","$1,210.00"
Darke County,"$182,290.00","$1,050.00"
Defiance County,"$162,670.00",$940.00
Delaware County,"$492,650.00","$2,830.00"
Fairfield County,"$336,700.00","$1,940.00"
Fayette County,"$174,850.00","$1,010.00"
Franklin County,"$321,940.00","$1,850.00"
Fulton County,"$191,300.00","$1,100.00"
Gallia County,"$145,530.00",$840.00
Geauga County,"$340,370.00","$1,960.00"
Greene County,"$284,170.00","$1,630.00"
Guernsey County,"$166,120.00",$950.00
Hamilton County,"$265,730.00","$1,530.00"
Hancock County,"$224,760.00","$1,290.00"
Hardin County,"$145,310.00",$840.00
Harrison County,"$127,200.00",$730.00
Henry County,"$178,940.00","$1,030.00"
Highland County,"$169,240.00",$970.00
Hocking County,"$185,740.00","$1,070.00"
Holmes County,"$271,440.00","$1,560.00"
Huron County,"$171,290.00",$980.00
Jackson County,"$151,350.00",$870.00
Jefferson County,"$124,330.00",$710.00
Knox County,"$235,320.00","$1,350.00"
Lake County,"$232,320.00","$1,340.00"
Lawrence County,"$145,230.00",$830.00
Licking County,"$296,700.00","$1,710.00"
Logan County,"$200,720.00","$1,150.00"
Lorain County,"$238,940.00","$1,370.00"
Lucas County,"$183,040.00","$1,050.00"
Madison County,"$247,500.00","$1,420.00"
Mahoning County,"$168,710.00",$970.00
Marion County,"$165,790.00",$950.00
Medina County,"$304,070.00","$1,750.00"
Meigs County,"$122,240.00",$700.00
Mercer County,"$224,870.00","$1,290.00"
Miami County,"$273,470.00","$1,570.00"
Monroe County,"$142,290.00",$820.00
Montgomery County,"$197,050.00","$1,130.00"
Morgan County,"$144,670.00",$830.00
Morrow County,"$214,770.00","$1,230.00"
Muskingum County,"$199,320.00","$1,150.00"
Noble County,"$160,940.00",$930.00
Ottawa County,"$218,150.00","$1,250.00"
Paulding County,"$136,690.00",$790.00
Perry County,"$192,200.00","$1,100.00"
Pickaway County,"$252,100.00","$1,450.00"
Pike County,"$160,080.00",$920.00
Portage County,"$246,540.00","$1,420.00"
Preble County,"$183,130.00","$1,050.00"
Putnam County,"$206,540.00","$1,190.00"
Richland County,"$193,110.00","$1,110.00"
Ross County,"$191,020.00","$1,100.00"
Sandusky County,"$164,390.00",$940.00
Scioto County,"$176,140.00","$1,010.00"
Seneca County,"$146,820.00",$840.00
Shelby County,"$205,140.00","$1,180.00"
Stark County,"$201,030.00","$1,160.00"
Summit County,"$225,830.00","$1,300.00"
Trumbull County,"$156,240.00",$900.00
Tuscarawas County,"$199,970.00","$1,150.00"
Union County,"$383,870.00","$2,210.00"
Van Wert County,"$148,010.00",$850.00
Vinton County,"$141,970.00",$820.00
Warren County,"$386,870.00","$2,220.00"
Washington County,"$214,630.00","$1,230.00"
Wayne County,"$235,970.00","$1,360.00"
Williams County,"$150,920.00",$870.00
Wood County,"$249,340.00","$1,430.00"
Wyandot County,"$171,940.00",$990.00
Adair County,"$116,850.00",$670.00
Alfalfa County,"$107,950.00",$620.00
Atoka County,"$144,630.00",$830.00
Beaver County,"$123,560.00",$710.00
Beckham County,"$160,770.00",$920.00
Blaine County,"$132,260.00",$760.00
Bryan County,"$171,560.00",$990.00
Caddo County,"$115,180.00",$660.00
Canadian County,"$273,990.00","$1,570.00"
Carter County,"$160,870.00",$920.00
Cherokee County,"$168,000.00",$970.00
Choctaw County,"$125,450.00",$720.00
Cimarron County,"$99,040.00",$570.00
Cleveland County,"$258,520.00","$1,490.00"
Coal County,"$96,940.00",$560.00
Comanche County,"$158,960.00",$910.00
Cotton County,"$118,640.00",$680.00
Craig County,"$139,280.00",$800.00
Creek County,"$199,860.00","$1,150.00"
Custer County,"$185,500.00","$1,070.00"
Delaware County,"$172,820.00",$990.00
Dewey County,"$123,880.00",$710.00
Ellis County,"$128,380.00",$740.00
Garfield County,"$156,990.00",$900.00
Garvin County,"$138,970.00",$800.00
Grady County,"$197,710.00","$1,140.00"
Grant County,"$83,320.00",$480.00
Greer County,"$108,570.00",$620.00
Harmon County,"$79,330.00",$460.00
Harper County,"$104,070.00",$600.00
Haskell County,"$128,170.00",$740.00
Hughes County,"$99,460.00",$570.00
Jackson County,"$151,960.00",$870.00
Jefferson County,"$81,220.00",$470.00
Johnston County,"$116,020.00",$670.00
Kay County,"$122,410.00",$700.00
Kingfisher County,"$216,310.00","$1,240.00"
Kiowa County,"$94,640.00",$540.00
Latimer County,"$108,260.00",$620.00
Le Flore County,"$128,580.00",$740.00
Lincoln County,"$159,930.00",$920.00
Logan County,"$246,530.00","$1,420.00"
Love County,"$175,540.00","$1,010.00"
McClain County,"$246,110.00","$1,410.00"
McCurtain County,"$132,150.00",$760.00
McIntosh County,"$142,320.00",$820.00
Major County,"$141,170.00",$810.00
Marshall County,"$146,410.00",$840.00
Mayes County,"$180,150.00","$1,040.00"
Murray County,"$162,340.00",$930.00
Muskogee County,"$164,850.00",$950.00
Noble County,"$149,450.00",$860.00
Nowata County,"$127,750.00",$730.00
Okfuskee County,"$116,120.00",$670.00
Oklahoma County,"$255,370.00","$1,470.00"
Okmulgee County,"$120,930.00",$700.00
Osage County,"$181,820.00","$1,050.00"
Ottawa County,"$119,790.00",$690.00
Pawnee County,"$132,640.00",$760.00
Payne County,"$238,210.00","$1,370.00"
Pittsburg County,"$153,320.00",$880.00
Pontotoc County,"$178,690.00","$1,030.00"
Pottawatomie County,"$183,400.00","$1,050.00"
Pushmataha County,"$122,410.00",$700.00
Roger Mills County,"$159,930.00",$920.00
Rogers County,"$261,170.00","$1,500.00"
Seminole County,"$95,580.00",$550.00
Sequoyah County,"$134,820.00",$770.00
Stephens County,"$141,590.00",$810.00
Texas County,"$163,070.00",$940.00
Tillman County,"$75,350.00",$430.00
Tulsa County,"$251,780.00","$1,450.00"
Wagoner County,"$253,360.00","$1,460.00"
Washington County,"$168,630.00",$970.00
Washita County,"$118,740.00",$680.00
Woods County,"$148,710.00",$850.00
Woodward County,"$186,550.00","$1,070.00"
Baker County,"$257,730.00","$1,480.00"
Benton County,"$582,430.00","$3,350.00"
Clackamas County,"$628,910.00","$3,610.00"
Clatsop County,"$455,520.00","$2,620.00"
Columbia County,"$405,770.00","$2,330.00"
Coos County,"$315,060.00","$1,810.00"
Crook County,"$440,440.00","$2,530.00"
Curry County,"$381,540.00","$2,190.00"
Deschutes County,"$682,080.00","$3,920.00"
Douglas County,"$340,130.00","$1,960.00"
Gilliam County,"$164,810.00",$950.00
Grant County,"$234,210.00","$1,350.00"
Harney County,"$198,320.00","$1,140.00"
Hood River County,"$594,320.00","$3,420.00"
Jackson County,"$457,060.00","$2,630.00"
Jefferson County,"$352,930.00","$2,030.00"
Josephine County,"$415,570.00","$2,390.00"
Klamath County,"$282,700.00","$1,620.00"
Lake County,"$228,280.00","$1,310.00"
Lane County,"$448,920.00","$2,580.00"
Lincoln County,"$403,390.00","$2,320.00"
Linn County,"$414,420.00","$2,380.00"
Malheur County,"$230,260.00","$1,320.00"
Marion County,"$441,840.00","$2,540.00"
Morrow County,"$239,100.00","$1,370.00"
Multnomah County,"$564,810.00","$3,250.00"
Polk County,"$480,020.00","$2,760.00"
Sherman County,"$215,070.00","$1,240.00"
Tillamook County,"$425,140.00","$2,440.00"
Umatilla County,"$311,310.00","$1,790.00"
Union County,"$271,050.00","$1,560.00"
Wallowa County,"$386,950.00","$2,220.00"
Wasco County,"$345,960.00","$1,990.00"
Washington County,"$611,870.00","$3,520.00"
Wheeler County,"$269,480.00","$1,550.00"
Yamhill County,"$490,220.00","$2,820.00"
Adams County,"$301,190.00","$1,730.00"
Allegheny County,"$245,940.00","$1,410.00"
Armstrong County,"$167,060.00",$960.00
Beaver County,"$202,320.00","$1,160.00"
Bedford County,"$189,160.00","$1,090.00"
Berks County,"$274,210.00","$1,580.00"
Blair County,"$173,840.00","$1,000.00"
Bradford County,"$199,440.00","$1,150.00"
Bucks County,"$476,330.00","$2,740.00"
Butler County,"$313,700.00","$1,800.00"
Cambria County,"$134,620.00",$770.00
Cameron County,"$96,490.00",$550.00
Carbon County,"$221,090.00","$1,270.00"
Centre County,"$341,520.00","$1,960.00"
Chester County,"$517,110.00","$2,970.00"
Clarion County,"$166,400.00",$960.00
Clearfield County,"$158,740.00",$910.00
Clinton County,"$195,940.00","$1,130.00"
Columbia County,"$245,060.00","$1,410.00"
Crawford County,"$164,650.00",$950.00
Cumberland County,"$305,050.00","$1,750.00"
Dauphin County,"$256,490.00","$1,470.00"
Delaware County,"$352,630.00","$2,030.00"
Elk County,"$140,690.00",$810.00
Erie County,"$194,290.00","$1,120.00"
Fayette County,"$152,770.00",$880.00
Forest County,"$122,420.00",$700.00
Franklin County,"$272,300.00","$1,570.00"
Fulton County,"$225,370.00","$1,300.00"
Greene County,"$159,950.00",$920.00
Huntingdon County,"$197,250.00","$1,130.00"
Indiana County,"$166,950.00",$960.00
Jefferson County,"$138,610.00",$800.00
Juniata County,"$225,700.00","$1,300.00"
Lackawanna County,"$221,180.00","$1,270.00"
Lancaster County,"$327,530.00","$1,880.00"
Lawrence County,"$164,980.00",$950.00
Lebanon County,"$239,830.00","$1,380.00"
Lehigh County,"$338,920.00","$1,950.00"
Luzerne County,"$198,060.00","$1,140.00"
Lycoming County,"$227,490.00","$1,310.00"
McKean County,"$107,980.00",$620.00
Mercer County,"$182,380.00","$1,050.00"
Mifflin County,"$156,340.00",$900.00
Monroe County,"$301,190.00","$1,730.00"
Montgomery County,"$470,100.00","$2,700.00"
Montour County,"$262,900.00","$1,510.00"
Northampton County,"$332,640.00","$1,910.00"
Northumberland County,"$179,750.00","$1,030.00"
Perry County,"$238,310.00","$1,370.00"
Philadelphia County,"$260,510.00","$1,500.00"
Pike County,"$270,630.00","$1,560.00"
Potter County,"$159,950.00",$920.00
Schuylkill County,"$163,670.00",$940.00
Snyder County,"$224,820.00","$1,290.00"
Somerset County,"$158,310.00",$910.00
Sullivan County,"$203,930.00","$1,170.00"
Susquehanna County,"$226,140.00","$1,300.00"
Tioga County,"$192,550.00","$1,110.00"
Union County,"$243,860.00","$1,400.00"
Venango County,"$125,270.00",$720.00
Warren County,"$133,250.00",$770.00
Washington County,"$246,890.00","$1,420.00"
Wayne County,"$249,660.00","$1,440.00"
Westmoreland County,"$215,550.00","$1,240.00"
Wyoming County,"$226,350.00","$1,300.00"
York County,"$279,660.00","$1,610.00"
Bristol County,"$504,060.00","$2,900.00"
Kent County,"$395,060.00","$2,270.00"
Newport County,"$682,520.00","$3,920.00"
Providence County,"$406,800.00","$2,340.00"
Washington County,"$583,220.00","$3,350.00"
Abbeville County,"$160,450.00",$920.00
Aiken County,"$234,240.00","$1,350.00"
Allendale County,"$67,140.00",$390.00
Anderson County,"$264,950.00","$1,520.00"
Bamberg County,"$104,640.00",$600.00
Barnwell County,"$105,950.00",$610.00
Beaufort County,"$508,600.00","$2,920.00"
Berkeley County,"$351,640.00","$2,020.00"
Calhoun County,"$159,170.00",$910.00
Charleston County,"$543,740.00","$3,130.00"
Cherokee County,"$147,370.00",$850.00
Chester County,"$149,660.00",$860.00
Chesterfield County,"$110,530.00",$640.00
Clarendon County,"$160,560.00",$920.00
Colleton County,"$159,030.00",$910.00
Darlington County,"$154,670.00",$890.00
Dillon County,"$92,000.00",$530.00
Dorchester County,"$348,120.00","$2,000.00"
Edgefield County,"$203,730.00","$1,170.00"
Fairfield County,"$138,090.00",$790.00
Florence County,"$189,450.00","$1,090.00"
Georgetown County,"$351,200.00","$2,020.00"
Greenville County,"$344,910.00","$1,980.00"
Greenwood County,"$208,520.00","$1,200.00"
Hampton County,"$111,620.00",$640.00
Horry County,"$328,000.00","$1,890.00"
Jasper County,"$293,650.00","$1,690.00"
Kershaw County,"$237,890.00","$1,370.00"
Lancaster County,"$347,920.00","$2,000.00"
Laurens County,"$182,660.00","$1,050.00"
Lee County,"$111,070.00",$640.00
Lexington County,"$260,460.00","$1,500.00"
McCormick County,"$173,310.00","$1,000.00"
Marion County,"$94,610.00",$540.00
Marlboro County,"$81,210.00",$470.00
Newberry County,"$172,440.00",$990.00
Oconee County,"$277,950.00","$1,600.00"
Orangeburg County,"$134,510.00",$770.00
Pickens County,"$254,270.00","$1,460.00"
Richland County,"$264,100.00","$1,520.00"
Saluda County,"$131,780.00",$760.00
Spartanburg County,"$249,560.00","$1,430.00"
Sumter County,"$188,340.00","$1,080.00"
Union County,"$109,000.00",$630.00
Williamsburg County,"$103,660.00",$600.00
York County,"$399,230.00","$2,290.00"
Aurora County,"$136,950.00",$790.00
Beadle County,"$189,400.00","$1,090.00"
Bennett County,"$147,140.00",$850.00
Bon Homme County,"$127,720.00",$730.00
Brookings County,"$261,480.00","$1,500.00"
Brown County,"$226,020.00","$1,300.00"
Brule County,"$218,170.00","$1,250.00"
Buffalo County,"$114,660.00",$660.00
Butte County,"$220,500.00","$1,270.00"
Campbell County,"$93,320.00",$540.00
Charles Mix County,"$179,630.00","$1,030.00"
Clark County,"$150,650.00",$870.00
Clay County,"$235,470.00","$1,350.00"
Codington County,"$231,440.00","$1,330.00"
Corson County,"$78,350.00",$450.00
Custer County,"$347,370.00","$2,000.00"
Davison County,"$201,710.00","$1,160.00"
Day County,"$164,660.00",$950.00
Deuel County,"$191,200.00","$1,100.00"
Dewey County,"$80,050.00",$460.00
Douglas County,"$132,700.00",$760.00
Edmunds County,"$173,680.00","$1,000.00"
Fall River County,"$187,170.00","$1,080.00"
Faulk County,"$131,750.00",$760.00
Grant County,"$190,460.00","$1,090.00"
Gregory County,"$136,950.00",$790.00
Haakon County,"$162,640.00",$930.00
Hamlin County,"$220,500.00","$1,270.00"
Hand County,"$161,480.00",$930.00
Hanson County,"$204,260.00","$1,170.00"
Harding County,"$166,040.00",$950.00
Hughes County,"$234,730.00","$1,350.00"
Hutchinson County,"$170,390.00",$980.00
Hyde County,"$142,790.00",$820.00
Jackson County,"$118,370.00",$680.00
Jerauld County,"$134,830.00",$770.00
Jones County,"$124,320.00",$710.00
Kingsbury County,"$169,440.00",$970.00
Lake County,"$245,240.00","$1,410.00"
Lawrence County,"$329,960.00","$1,900.00"
Lincoln County,"$367,760.00","$2,110.00"
Lyman County,"$166,150.00",$950.00
McCook County,"$222,110.00","$1,280.00"
McPherson County,"$83,230.00",$480.00
Marshall County,"$156,270.00",$900.00
Meade County,"$282,230.00","$1,620.00"
Melette County,"$66,880.00",$380.00
Miner County,"$121,130.00",$700.00
Minnehaha County,"$303,570.00","$1,740.00"
Moody County,"$219,020.00","$1,260.00"
Pennington County,"$321,470.00","$1,850.00"
Perkins County,"$112,430.00",$650.00
Potter County,"$128,780.00",$740.00
Roberts County,"$147,670.00",$850.00
Sanborn County,"$147,040.00",$850.00
Spink County,"$124,640.00",$720.00
Stanley County,"$180,370.00","$1,040.00"
Sully County,"$210,950.00","$1,210.00"
Todd County,"$47,990.00",$280.00
Tripp County,"$145,550.00",$840.00
Turner County,"$203,400.00","$1,170.00"
Union County,"$280,980.00","$1,620.00"
Walworth County,"$138,010.00",$790.00
Yankton County,"$221,030.00","$1,270.00"
Ziebach County,"$107,970.00",$620.00
Anderson County,"$261,270.00","$1,500.00"
Bedford County,"$270,390.00","$1,550.00"
Benton County,"$130,690.00",$750.00
Bledsoe County,"$175,180.00","$1,010.00"
Blount County,"$373,420.00","$2,150.00"
Bradley County,"$282,290.00","$1,620.00"
Campbell County,"$179,520.00","$1,030.00"
Cannon County,"$237,330.00","$1,360.00"
Carroll County,"$129,320.00",$740.00
Carter County,"$170,080.00",$980.00
Cheatham County,"$303,860.00","$1,750.00"
Chester County,"$168,240.00",$970.00
Claiborne County,"$156,750.00",$900.00
Clay County,"$144,990.00",$830.00
Cocke County,"$150,180.00",$860.00
Coffee County,"$240,730.00","$1,380.00"
Crockett County,"$142,030.00",$820.00
Cumberland County,"$241,470.00","$1,390.00"
Davidson County,"$456,420.00","$2,620.00"
Decatur County,"$141,810.00",$820.00
DeKalb County,"$218,810.00","$1,260.00"
Dickson County,"$284,360.00","$1,630.00"
Dyer County,"$168,930.00",$970.00
Fayette County,"$325,440.00","$1,870.00"
Fentress County,"$160,770.00",$920.00
Franklin County,"$228,450.00","$1,310.00"
Gibson County,"$158,550.00",$910.00
Giles County,"$216,160.00","$1,240.00"
Grainger County,"$183,990.00","$1,060.00"
Greene County,"$230,140.00","$1,320.00"
Grundy County,"$141,280.00",$810.00
Hamblen County,"$255,030.00","$1,470.00"
Hamilton County,"$348,300.00","$2,000.00"
Hancock County,"$124,970.00",$720.00
Hardeman County,"$123,700.00",$710.00
Hardin County,"$163,100.00",$940.00
Hawkins County,"$178,310.00","$1,020.00"
Haywood County,"$126,670.00",$730.00
Henderson County,"$165,220.00",$950.00
Henry County,"$153,780.00",$880.00
Hickman County,"$200,210.00","$1,150.00"
Houston County,"$158,970.00",$910.00
Humphreys County,"$197,950.00","$1,140.00"
Jackson County,"$143,190.00",$820.00
Jefferson County,"$224,650.00","$1,290.00"
Johnson County,"$185,870.00","$1,070.00"
Knox County,"$384,890.00","$2,210.00"
Lake County,"$113,320.00",$650.00
Lauderdale County,"$129,320.00",$740.00
Lawrence County,"$187,140.00","$1,080.00"
Lewis County,"$167,130.00",$960.00
Lincoln County,"$221,460.00","$1,270.00"
Loudon County,"$313,700.00","$1,800.00"
McMinn County,"$201,650.00","$1,160.00"
McNairy County,"$160,030.00",$920.00
Macon County,"$220,230.00","$1,270.00"
Madison County,"$244,450.00","$1,410.00"
Marion County,"$181,090.00","$1,040.00"
Marshall County,"$260,640.00","$1,500.00"
Maury County,"$401,610.00","$2,310.00"
Meigs County,"$196,460.00","$1,130.00"
Monroe County,"$211,500.00","$1,220.00"
Montgomery County,"$316,050.00","$1,820.00"
Moore County,"$274,620.00","$1,580.00"
Morgan County,"$152,510.00",$880.00
Obion County,"$129,950.00",$750.00
Overton County,"$181,850.00","$1,050.00"
Perry County,"$120,530.00",$690.00
Pickett County,"$171,790.00",$990.00
Polk County,"$144,210.00",$830.00
Putnam County,"$307,250.00","$1,770.00"
Rhea County,"$189,050.00","$1,090.00"
Roane County,"$224,850.00","$1,290.00"
Robertson County,"$371,020.00","$2,130.00"
Rutherford County,"$424,090.00","$2,440.00"
Scott County,"$123,700.00",$710.00
Sequatchie County,"$227,200.00","$1,310.00"
Sevier County,"$320,270.00","$1,840.00"
Shelby County,"$279,100.00","$1,600.00"
Smith County,"$234,100.00","$1,350.00"
Stewart County,"$189,190.00","$1,090.00"
Sullivan County,"$246,260.00","$1,420.00"
Sumner County,"$429,520.00","$2,470.00"
Tipton County,"$226,680.00","$1,300.00"
Trousdale County,"$296,250.00","$1,700.00"
Unicoi County,"$181,980.00","$1,050.00"
Union County,"$199,730.00","$1,150.00"
Van Buren County,"$158,020.00",$910.00
Warren County,"$184,180.00","$1,060.00"
Washington County,"$282,160.00","$1,620.00"
Wayne County,"$134,080.00",$770.00
Weakley County,"$144,360.00",$830.00
White County,"$201,440.00","$1,160.00"
Williamson County,"$811,060.00","$4,660.00"
Wilson County,"$495,420.00","$2,850.00"
Anderson County,"$181,700.00","$1,040.00"
Andrews County,"$197,210.00","$1,130.00"
Angelina County,"$175,410.00","$1,010.00"
Aransas County,"$249,300.00","$1,430.00"
Archer County,"$189,040.00","$1,090.00"
Armstrong County,"$189,450.00","$1,090.00"
Atascosa County,"$160,530.00",$920.00
Austin County,"$279,820.00","$1,610.00"
Bailey County,"$109,400.00",$630.00
Bandera County,"$254,760.00","$1,460.00"
Bastrop County,"$314,460.00","$1,810.00"
Baylor County,"$97,770.00",$560.00
Bee County,"$107,720.00",$620.00
Bell County,"$265,170.00","$1,520.00"
Bexar County,"$282,500.00","$1,620.00"
Blanco County,"$415,170.00","$2,390.00"
Borden County,"$110,450.00",$630.00
Bosque County,"$193,330.00","$1,110.00"
Bowie County,"$181,770.00","$1,040.00"
Brazoria County,"$314,730.00","$1,810.00"
Brazos County,"$315,350.00","$1,810.00"
Brewster County,"$226,340.00","$1,300.00"
Briscoe County,"$86,870.00",$500.00
Brooks County,"$86,660.00",$500.00
Brown County,"$157,080.00",$900.00
Burleson County,"$177,400.00","$1,020.00"
Burnet County,"$325,360.00","$1,870.00"
Caldwell County,"$213,870.00","$1,230.00"
Calhoun County,"$173,390.00","$1,000.00"
Callahan County,"$148,730.00",$850.00
Cameron County,"$158,130.00",$910.00
Camp County,"$167,550.00",$960.00
Carson County,"$143,440.00",$820.00
Cass County,"$139,890.00",$800.00
Castro County,"$99,440.00",$570.00
Chambers County,"$299,440.00","$1,720.00"
Cherokee County,"$167,970.00",$970.00
Childress County,"$120,610.00",$690.00
Clay County,"$173,940.00","$1,000.00"
Cochran County,"$60,460.00",$350.00
Coke County,"$118,300.00",$680.00
Coleman County,"$95,570.00",$550.00
Collin County,"$533,150.00","$3,060.00"
Collingsworth County,"$113,590.00",$650.00
Colorado County,"$203,290.00","$1,170.00"
Comal County,"$475,150.00","$2,730.00"
Comanche County,"$144,400.00",$830.00
Concho County,"$110,860.00",$640.00
Cooke County,"$235,350.00","$1,350.00"
Coryell County,"$218,470.00","$1,260.00"
Cottle County,"$56,690.00",$330.00
Crane County,"$125,640.00",$720.00
Crockett County,"$146,700.00",$840.00
Crosby County,"$75,760.00",$440.00
Culberson County,"$88,540.00",$510.00
Dallam County,"$147,230.00",$850.00
Dallas County,"$331,570.00","$1,910.00"
Dawson County,"$95,150.00",$550.00
Deaf Smith County,"$121,550.00",$700.00
Delta County,"$155,240.00",$890.00
Denton County,"$478,290.00","$2,750.00"
DeWitt County,"$175,200.00","$1,010.00"
Dickens County,"$68,110.00",$390.00
Dimmit County,"$84,140.00",$480.00
Donley County,"$94,830.00",$550.00
Duval County,"$90,540.00",$520.00
Eastland County,"$127,530.00",$730.00
Ector County,"$213,200.00","$1,230.00"
Edwards County,"$82,050.00",$470.00
Ellis County,"$380,820.00","$2,190.00"
El Paso County,"$204,220.00","$1,170.00"
Erath County,"$263,960.00","$1,520.00"
Falls County,"$101,960.00",$590.00
Fannin County,"$223,720.00","$1,290.00"
Fayette County,"$284,080.00","$1,630.00"
Fisher County,"$81,310.00",$470.00
Floyd County,"$105,830.00",$610.00
Foard County,"$74,820.00",$430.00
Fort Bend County,"$396,750.00","$2,280.00"
Franklin County,"$223,410.00","$1,280.00"
Freestone County,"$172,270.00",$990.00
Frio County,"$115,370.00",$660.00
Gaines County,"$194,170.00","$1,120.00"
Galveston County,"$325,370.00","$1,870.00"
Garza County,"$83,100.00",$480.00
Gillespie County,"$452,990.00","$2,600.00"
Glasscock County,"$260,500.00","$1,500.00"
Goliad County,"$211,300.00","$1,210.00"
Gonzales County,"$166,510.00",$960.00
Gray County,"$105,210.00",$600.00
Grayson County,"$299,080.00","$1,720.00"
Gregg County,"$213,450.00","$1,230.00"
Grimes County,"$237,450.00","$1,360.00"
Guadalupe County,"$331,460.00","$1,910.00"
Hale County,"$111,180.00",$640.00
Hall County,"$84,040.00",$480.00
Hamilton County,"$130,770.00",$750.00
Hansford County,"$138,420.00",$800.00
Hardeman County,"$80,160.00",$460.00
Hardin County,"$206,470.00","$1,190.00"
Harris County,"$296,550.00","$1,700.00"
Harrison County,"$211,560.00","$1,220.00"
Hartley County,"$223,410.00","$1,280.00"
Haskell County,"$96,400.00",$550.00
Hays County,"$424,970.00","$2,440.00"
Hemphill County,"$225,190.00","$1,290.00"
Henderson County,"$222,670.00","$1,280.00"
Hidalgo County,"$164,170.00",$940.00
Hill County,"$170,910.00",$980.00
Hockley County,"$118,090.00",$680.00
Hood County,"$366,860.00","$2,110.00"
Hopkins County,"$202,450.00","$1,160.00"
Houston County,"$162,520.00",$930.00
Howard County,"$157,490.00",$910.00
Hudspeth County,"$60,150.00",$350.00
Hunt County,"$269,950.00","$1,550.00"
Hutchinson County,"$107,090.00",$620.00
Irion County,"$161,570.00",$930.00
Jack County,"$183,170.00","$1,050.00"
Jackson County,"$183,900.00","$1,060.00"
Jasper County,"$131,930.00",$760.00
Jeff Davis County,"$245,620.00","$1,410.00"
Jefferson County,"$187,600.00","$1,080.00"
Jim Hogg County,"$131,610.00",$760.00
Jim Wells County,"$109,820.00",$630.00
Johnson County,"$323,050.00","$1,860.00"
Jones County,"$95,210.00",$550.00
Karnes County,"$143,450.00",$820.00
Kaufman County,"$360,560.00","$2,070.00"
Kendall County,"$499,530.00","$2,870.00"
Kent County,"$114,110.00",$660.00
Kerr County,"$298,750.00","$1,720.00"
Kimble County,"$181,390.00","$1,040.00"
Kinney County,"$92,740.00",$530.00
Kleberg County,"$159,490.00",$920.00
Knox County,"$70,000.00",$400.00
Lamar County,"$183,900.00","$1,060.00"
Lamb County,"$80,270.00",$460.00
Lampasas County,"$238,580.00","$1,370.00"
La Salle County,"$105,830.00",$610.00
Lavaca County,"$231,470.00","$1,330.00"
Lee County,"$259,350.00","$1,490.00"
Leon County,"$185,890.00","$1,070.00"
Liberty County,"$207,820.00","$1,190.00"
Limestone County,"$161,790.00",$930.00
Lipscomb County,"$134,550.00",$770.00
Live Oak County,"$149,110.00",$860.00
Llano County,"$337,730.00","$1,940.00"
Lubbock County,"$214,640.00","$1,230.00"
Lynn County,"$137,060.00",$790.00
McCulloch County,"$109,400.00",$630.00
McLennan County,"$268,900.00","$1,550.00"
McMullen County,"$114,010.00",$660.00
Madison County,"$156,240.00",$900.00
Marion County,"$115,790.00",$670.00
Martin County,"$169,960.00",$980.00
Mason County,"$287,740.00","$1,650.00"
Matagorda County,"$169,960.00",$980.00
Maverick County,"$158,750.00",$910.00
Medina County,"$224,370.00","$1,290.00"
Menard County,"$110,340.00",$630.00
Midland County,"$317,920.00","$1,830.00"
Milam County,"$176,980.00","$1,020.00"
Mills County,"$209,780.00","$1,210.00"
Mitchell County,"$89,800.00",$520.00
Montague County,"$198,470.00","$1,140.00"
Montgomery County,"$371,650.00","$2,140.00"
Moore County,"$141,880.00",$820.00
Morris County,"$115,480.00",$660.00
Motley County,"$84,980.00",$490.00
Nacogdoches County,"$211,150.00","$1,210.00"
Navarro County,"$167,550.00",$960.00
Newton County,"$87,080.00",$500.00
Nolan County,"$103,010.00",$590.00
Nueces County,"$224,770.00","$1,290.00"
Ochiltree County,"$143,770.00",$830.00
Oldham County,"$151,730.00",$870.00
Orange County,"$198,020.00","$1,140.00"
Palo Pinto County,"$175,310.00","$1,010.00"
Panola County,"$152,990.00",$880.00
Parker County,"$398,070.00","$2,290.00"
Parmer County,"$133,390.00",$770.00
Pecos County,"$149,740.00",$860.00
Polk County,"$161,370.00",$930.00
Potter County,"$147,720.00",$850.00
Presidio County,"$128,990.00",$740.00
Rains County,"$225,190.00","$1,290.00"
Randall County,"$241,680.00","$1,390.00"
Reagan County,"$171,540.00",$990.00
Red River County,"$140,200.00",$810.00
Reeves County,"$119,140.00",$680.00
Refugio County,"$98,920.00",$570.00
Roberts County,"$185,260.00","$1,060.00"
Robertson County,"$176,080.00","$1,010.00"
Rockwall County,"$446,490.00","$2,570.00"
Runnels County,"$108,660.00",$620.00
Rusk County,"$180,200.00","$1,040.00"
Sabine County,"$138,210.00",$790.00
San Augustine County,"$87,500.00",$500.00
San Jacinto County,"$189,130.00","$1,090.00"
San Patricio County,"$203,400.00","$1,170.00"
San Saba County,"$169,550.00",$970.00
Schleicher County,"$118,830.00",$680.00
Scurry County,"$116,100.00",$670.00
Shackelford County,"$185,370.00","$1,070.00"
Shelby County,"$117,050.00",$670.00
Sherman County,"$131,510.00",$760.00
Smith County,"$280,970.00","$1,620.00"
Somervell County,"$265,740.00","$1,530.00"
Starr County,"$93,890.00",$540.00
Stephens County,"$110,760.00",$640.00
Sterling County,"$150,050.00",$860.00
Stonewall County,"$57,320.00",$330.00
Sutton County,"$147,330.00",$850.00
Swisher County,"$93,470.00",$540.00
Tarrant County,"$349,130.00","$2,010.00"
