location_name,location_type,state,month,vacancy_rate
South Carolina,State,South Carolina,2025-02-01,0.0741857329320945
South Carolina,State,South Carolina,2025-03-01,0.0739888424665689
South Dakota,State,South Dakota,2025-01-01,0.118577750732968
South Dakota,State,South Dakota,2025-02-01,0.118628055285085
South Dakota,State,South Dakota,2025-03-01,0.114648390964941
"Spokane County, WA",County,Washington,2025-01-01,0.0525262340680314
"Spokane County, WA",County,Washington,2025-02-01,0.0516314471966519
"Spokane County, WA",County,Washington,2025-03-01,0.0508828054700299
"Spokane, WA",City,Washington,2025-01-01,0.0644067577541731
"Spokane, WA",City,Washington,2025-02-01,0.0639097171679441
"Spokane, WA",City,Washington,2025-03-01,0.061693387287437
"Spokane-Spokane Valley, WA",Metro,Washington,2025-01-01,0.0525262340680314
"Spokane-Spokane Valley, WA",Metro,Washington,2025-02-01,0.0516314471966519
"Spokane-Spokane Valley, WA",Metro,Washington,2025-03-01,0.0508828054700299
"Spring, TX",City,Texas,2025-01-01,0.0806076686715674
"Spring, TX",City,Texas,2025-02-01,0.0799360367885125
"Spring, TX",City,Texas,2025-03-01,0.0785075856874068
"St. Louis County, MO",County,Missouri,2025-01-01,0.052012734243728
"St. Louis County, MO",County,Missouri,2025-02-01,0.0524188008144352
"St. Louis County, MO",County,Missouri,2025-03-01,0.0514208196353154
"St. Louis Park, MN",City,Minnesota,2025-01-01,0.089957363264565
"St. Louis Park, MN",City,Minnesota,2025-02-01,0.0894525065171035
"St. Louis Park, MN",City,Minnesota,2025-03-01,0.0908395529209032
"St. Louis, MO",City,Missouri,2025-01-01,0.0812969245028581
"St. Louis, MO",City,Missouri,2025-02-01,0.0832896551800137
"St. Louis, MO",City,Missouri,2025-03-01,0.0831255288663402
"St. Louis, MO-IL",Metro,Missouri,2025-01-01,0.0658197597499396
"St. Louis, MO-IL",Metro,Missouri,2025-02-01,0.0671286720055799
"St. Louis, MO-IL",Metro,Missouri,2025-03-01,0.0668662306441418
"St. Paul, MN",City,Minnesota,2025-01-01,0.0521615986451549
"St. Paul, MN",City,Minnesota,2025-02-01,0.0525219411001281
"St. Paul, MN",City,Minnesota,2025-03-01,0.0539717450294627
"St. Petersburg, FL",City,Florida,2025-01-01,0.0540785840505791
"St. Petersburg, FL",City,Florida,2025-02-01,0.056803187681457
"St. Petersburg, FL",City,Florida,2025-03-01,0.0631277241909191
"Suffolk County, MA",County,Massachusetts,2025-01-01,0.059915053569844
"Suffolk County, MA",County,Massachusetts,2025-02-01,0.0593966809244948
"Suffolk County, MA",County,Massachusetts,2025-03-01,0.0594228112905032
"Sunnyvale, CA",City,California,2025-01-01,0.0474044814200072
"Sunnyvale, CA",City,California,2025-02-01,0.0438648585265078
"Sunnyvale, CA",City,California,2025-03-01,0.041696107927993
"Tacoma, WA",City,Washington,2025-01-01,0.0667651744494929
"Tacoma, WA",City,Washington,2025-02-01,0.0710523643109233
"Tacoma, WA",City,Washington,2025-03-01,0.07432419294114
"Tampa, FL",City,Florida,2025-01-01,0.0645090688076456
"Tampa, FL",City,Florida,2025-02-01,0.0641125455500097
"Tampa, FL",City,Florida,2025-03-01,0.0658930608055151
"Tampa-St. Petersburg-Clearwater, FL",Metro,Florida,2025-01-01,0.0616052937595409
"Tampa-St. Petersburg-Clearwater, FL",Metro,Florida,2025-02-01,0.0617218819680476
"Tampa-St. Petersburg-Clearwater, FL",Metro,Florida,2025-03-01,0.0637136218263247
"Tarrant County, TX",County,Texas,2025-01-01,0.0861443907185027
"Tarrant County, TX",County,Texas,2025-02-01,0.0875046963745273
"Tarrant County, TX",County,Texas,2025-03-01,0.087749093797343
"Tempe, AZ",City,Arizona,2025-01-01,0.0737925911818511
"Tempe, AZ",City,Arizona,2025-02-01,0.0737910634382887
"Tempe, AZ",City,Arizona,2025-03-01,0.0749860386785311
Tennessee,State,Tennessee,2025-01-01,0.0754634290756919
Tennessee,State,Tennessee,2025-02-01,0.0761349806121632
Tennessee,State,Tennessee,2025-03-01,0.0772689421095223
Texas,State,Texas,2025-01-01,0.0851381458877066
Texas,State,Texas,2025-02-01,0.0860090182267164
Texas,State,Texas,2025-03-01,0.086793787447359
"The Woodlands, TX",City,Texas,2025-01-01,0.0761042164876532
"The Woodlands, TX",City,Texas,2025-02-01,0.0762053304327867
"The Woodlands, TX",City,Texas,2025-03-01,0.0767063562344227
"Thurston County, WA",County,Washington,2025-01-01,0.0800964593952861
"Thurston County, WA",County,Washington,2025-02-01,0.0741315730486957
"Thurston County, WA",County,Washington,2025-03-01,0.0725764517848526
"Travis County, TX",County,Texas,2025-01-01,0.0949216947068697
"Travis County, TX",County,Texas,2025-02-01,0.0951936546624544
"Travis County, TX",County,Texas,2025-03-01,0.0957925373724164
"Tucson, AZ",Metro,Arizona,2025-01-01,0.0842677075367654
"Tucson, AZ",City,Arizona,2025-01-01,0.0813029562045464
"Tucson, AZ",Metro,Arizona,2025-02-01,0.0835976903408829
"Tucson, AZ",City,Arizona,2025-02-01,0.0802082934191493
"Tucson, AZ",Metro,Arizona,2025-03-01,0.0828025089587575
"Tucson, AZ",City,Arizona,2025-03-01,0.0791171425103817
"Tulsa County, OK",County,Oklahoma,2025-01-01,0.0463460212669725
"Tulsa County, OK",County,Oklahoma,2025-02-01,0.0463589501504808
"Tulsa County, OK",County,Oklahoma,2025-03-01,0.0460187846801375
"Tulsa, OK",Metro,Oklahoma,2025-01-01,0.046613094954322
"Tulsa, OK",City,Oklahoma,2025-01-01,0.0442517918794142
"Tulsa, OK",Metro,Oklahoma,2025-02-01,0.0466589968760284
"Tulsa, OK",City,Oklahoma,2025-02-01,0.0442663785343411
"Tulsa, OK",Metro,Oklahoma,2025-03-01,0.0463784978498386
"Tulsa, OK",City,Oklahoma,2025-03-01,0.04361138776359
United States,National,,2025-01-01,0.0684798338244413
United States,National,,2025-02-01,0.0688103845698169
United States,National,,2025-03-01,0.0692630444848674
Utah,State,Utah,2025-01-01,0.0812474687341589
Utah,State,Utah,2025-02-01,0.081424397922169
Utah,State,Utah,2025-03-01,0.0817435430967887
"Utah County, UT",County,Utah,2025-01-01,0.10685631196545
"Utah County, UT",County,Utah,2025-02-01,0.104756968730876
"Utah County, UT",County,Utah,2025-03-01,0.102263483327731
"Vallejo, CA",Metro,California,2025-01-01,0.0523779263538565
"Vallejo, CA",Metro,California,2025-02-01,0.0515365783196328
"Vallejo, CA",Metro,California,2025-03-01,0.0517454848297761
"Vancouver, WA",City,Washington,2025-01-01,0.0505535103184433
"Vancouver, WA",City,Washington,2025-02-01,0.0488083602137321
"Vancouver, WA",City,Washington,2025-03-01,0.048720874941231
"Ventura County, CA",County,California,2025-01-01,0.0528367887465402
"Ventura County, CA",County,California,2025-02-01,0.0496744190992095
"Ventura County, CA",County,California,2025-03-01,0.0478653081099662
Virginia,State,Virginia,2025-01-01,0.0571007242375083
Virginia,State,Virginia,2025-02-01,0.0569112182890412
Virginia,State,Virginia,2025-03-01,0.0569967287232027
"Virginia Beach, VA",City,Virginia,2025-01-01,0.0661315613147904
"Virginia Beach, VA",City,Virginia,2025-02-01,0.0670902618794975
"Virginia Beach, VA",City,Virginia,2025-03-01,0.0654903811490705
"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Virginia,2025-01-01,0.0593893469191088
"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Virginia,2025-02-01,0.0606287628152257
"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,Virginia,2025-03-01,0.0604597221972275
"Volusia County, FL",County,Florida,2025-01-01,0.0722901415311683
"Volusia County, FL",County,Florida,2025-02-01,0.072938160511203
"Volusia County, FL",County,Florida,2025-03-01,0.0723600990924902
"Wake County, NC",County,North Carolina,2025-01-01,0.0868622092031104
"Wake County, NC",County,North Carolina,2025-02-01,0.0862999816804569
"Wake County, NC",County,North Carolina,2025-03-01,0.0859706580327642
"Ward County, ND",County,North Dakota,2025-01-01,0.0547543984367219
"Ward County, ND",County,North Dakota,2025-02-01,0.05536861085395
"Ward County, ND",County,North Dakota,2025-03-01,0.0568085857352249
Washington,State,Washington,2025-01-01,0.058990344396076
Washington,State,Washington,2025-02-01,0.0583952069477975
Washington,State,Washington,2025-03-01,0.0580174396791947
"Washington County, MN",County,Minnesota,2025-01-01,0.0610479627416876
"Washington County, MN",County,Minnesota,2025-02-01,0.057802670286345
"Washington County, MN",County,Minnesota,2025-03-01,0.0573206048650712
"Washington County, OR",County,Oregon,2025-01-01,0.0612893634233531
"Washington County, OR",County,Oregon,2025-02-01,0.0605110140402416
"Washington County, OR",County,Oregon,2025-03-01,0.0601288722209333
"Washington, DC",City,District of Columbia,2025-01-01,0.0578558749409826
"Washington, DC",City,District of Columbia,2025-02-01,0.0584639412074736
"Washington, DC",City,District of Columbia,2025-03-01,0.060545902816391
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,District of Columbia,2025-01-01,0.0540574560714682
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,District of Columbia,2025-02-01,0.0543610564924285
"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,District of Columbia,2025-03-01,0.055261000624136
"Washoe County, NV",County,Nevada,2025-01-01,0.057051785257573
"Washoe County, NV",County,Nevada,2025-02-01,0.0553810353453635
"Washoe County, NV",County,Nevada,2025-03-01,0.0542130974548972
"Wayne County, MI",County,Michigan,2025-01-01,0.0423665266672809
"Wayne County, MI",County,Michigan,2025-02-01,0.0421410263747418
"Wayne County, MI",County,Michigan,2025-03-01,0.0422689940172465
"Westchester County, NY",County,New York,2025-01-01,0.076601662559695
"Westchester County, NY",County,New York,2025-02-01,0.0762254154107724
"Westchester County, NY",County,New York,2025-03-01,0.0770972193680732
"Williams County, ND",County,North Dakota,2025-01-01,0.0487046842412507
"Williams County, ND",County,North Dakota,2025-02-01,0.0492224698020733
"Williams County, ND",County,North Dakota,2025-03-01,0.0512317911588211
"Williamson County, TN",County,Tennessee,2025-01-01,0.0987225827936839
"Williamson County, TN",County,Tennessee,2025-02-01,0.0988161322417496
"Williamson County, TN",County,Tennessee,2025-03-01,0.0996310867784105
"Williamson County, TX",County,Texas,2025-01-01,0.106371350563593
"Williamson County, TX",County,Texas,2025-02-01,0.107524395237685
"Williamson County, TX",County,Texas,2025-03-01,0.10918203013094
"Williston, ND",Metro,North Dakota,2025-01-01,0.0487046842412507
"Williston, ND",City,North Dakota,2025-01-01,0.0498033207339742
"Williston, ND",Metro,North Dakota,2025-02-01,0.0492224698020733
"Williston, ND",City,North Dakota,2025-02-01,0.0503654476464812
"Williston, ND",Metro,North Dakota,2025-03-01,0.0512317911588211
"Williston, ND",City,North Dakota,2025-03-01,0.0523516762149683
"Wilmington, NC",Metro,North Carolina,2025-01-01,0.0853545744221559
"Wilmington, NC",City,North Carolina,2025-01-01,0.0855228620094362
"Wilmington, NC",Metro,North Carolina,2025-02-01,0.0879483013304489
"Wilmington, NC",City,North Carolina,2025-02-01,0.0871775166287114
"Wilmington, NC",Metro,North Carolina,2025-03-01,0.0927347759769331
"Wilmington, NC",City,North Carolina,2025-03-01,0.0912607844893961
"Winston-Salem, NC",Metro,North Carolina,2025-01-01,0.0652895637119112
"Winston-Salem, NC",City,North Carolina,2025-01-01,0.0669459761082028
"Winston-Salem, NC",Metro,North Carolina,2025-02-01,0.0675763768003398
"Winston-Salem, NC",City,North Carolina,2025-02-01,0.0683706747576887
"Winston-Salem, NC",Metro,North Carolina,2025-03-01,0.0696279428355074
"Winston-Salem, NC",City,North Carolina,2025-03-01,0.0686545069859341
Wisconsin,State,Wisconsin,2025-01-01,0.0685201435111026
Wisconsin,State,Wisconsin,2025-02-01,0.0663639856701718
Wisconsin,State,Wisconsin,2025-03-01,0.0649871190764789
