area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Jasper County, TX",4824199999,48.0,688,701,913,1222,1226,756.8000000000001,806.15,1077.34,1466.3999999999999,1495.72
"Jeff Davis County, TX",4824399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Jim Hogg County, TX",4824799999,48.0,623,658,826,1174,1215,685.3000000000001,756.6999999999999,974.68,1408.8,1482.3
"Jim Wells County, TX",4824999999,48.0,680,728,902,1142,1536,748.0000000000001,837.1999999999999,1064.36,1370.3999999999999,1873.92
"Karnes County, TX",4825599999,48.0,647,778,879,1234,1340,711.7,894.6999999999999,1037.22,1480.8,1634.8
"Kendall County, TX HUD Metro FMR Area",4825999999,48.0,1004,1216,1502,1828,2299,1104.4,1398.3999999999999,1772.36,2193.6,2804.7799999999997
"Kenedy County, TX",4826199999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Kent County, TX",4826399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Kerr County, TX",4826599999,48.0,777,848,1031,1367,1579,854.7,975.1999999999999,1216.58,1640.3999999999999,1926.3799999999999
"Kimble County, TX",4826799999,48.0,650,718,862,1049,1268,715.0000000000001,825.6999999999999,1017.16,1258.8,1546.96
"King County, TX",4826999999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Kinney County, TX",4827199999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Kleberg County, TX",4827399999,48.0,756,822,1082,1317,1630,831.6,945.3,1276.76,1580.3999999999999,1988.6
"Knox County, TX",4827599999,48.0,623,658,826,1005,1215,685.3000000000001,756.6999999999999,974.68,1206.0,1482.3
"Lamar County, TX",4827799999,48.0,562,655,841,1136,1433,618.2,753.2499999999999,992.38,1363.2,1748.26
"Lamb County, TX",4827999999,48.0,623,628,826,1110,1171,685.3000000000001,722.1999999999999,974.68,1332.0,1428.62
"Lampasas County, TX HUD Metro FMR Area",4828199999,48.0,681,685,902,1272,1536,749.1,787.7499999999999,1064.36,1526.3999999999999,1873.92
"La Salle County, TX",4828399999,48.0,623,731,826,1174,1215,685.3000000000001,840.65,974.68,1408.8,1482.3
"Lavaca County, TX",4828599999,48.0,700,720,929,1151,1248,770.0000000000001,827.9999999999999,1096.22,1381.2,1522.56
"Lee County, TX",4828799999,48.0,814,896,1079,1313,1587,895.4000000000001,1030.3999999999999,1273.22,1575.6,1936.1399999999999
"Leon County, TX",4828999999,48.0,662,667,878,1136,1292,728.2,767.05,1036.04,1363.2,1576.24
"Limestone County, TX",4829399999,48.0,590,670,882,1073,1353,649.0,770.4999999999999,1040.76,1287.6,1650.6599999999999
"Lipscomb County, TX",4829599999,48.0,650,686,862,1059,1268,715.0000000000001,788.9,1017.16,1270.8,1546.96
"Live Oak County, TX",4829799999,48.0,627,632,832,1182,1224,689.7,726.8,981.76,1418.3999999999999,1493.28
"Llano County, TX",4829999999,48.0,804,810,1066,1297,1577,884.4000000000001,931.4999999999999,1257.8799999999999,1556.3999999999999,1923.94
"Loving County, TX",4830199999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Lynn County, TX HUD Metro FMR Area",4830599999,48.0,591,681,826,1174,1407,650.1,783.15,974.68,1408.8,1716.54
"McCulloch County, TX",4830799999,48.0,707,747,938,1142,1380,777.7,859.05,1106.84,1370.3999999999999,1683.6
"McMullen County, TX",4831199999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Madison County, TX",4831399999,48.0,666,769,884,1121,1300,732.6,884.3499999999999,1043.12,1345.2,1586.0
"Marion County, TX",4831599999,48.0,623,687,826,1148,1215,685.3000000000001,790.05,974.68,1377.6,1482.3
"Martin County, TX HUD Metro FMR Area",4831799999,48.0,690,694,826,1174,1407,759.0000000000001,798.0999999999999,974.68,1408.8,1716.54
"Mason County, TX",4831999999,48.0,636,672,844,1134,1242,699.6,772.8,995.92,1360.8,1515.24
"Matagorda County, TX",4832199999,48.0,760,765,1007,1328,1715,836.0000000000001,879.7499999999999,1188.26,1593.6,2092.2999999999997
"Maverick County, TX",4832399999,48.0,671,676,844,1071,1134,738.1,777.4,995.92,1285.2,1383.48
"Medina County, TX HUD Metro FMR Area",4832599999,48.0,720,763,1005,1318,1350,792.0000000000001,877.4499999999999,1185.8999999999999,1581.6,1647.0
"Menard County, TX",4832799999,48.0,623,658,826,1161,1215,685.3000000000001,756.6999999999999,974.68,1393.2,1482.3
"Milam County, TX",4833199999,48.0,623,631,826,1074,1407,685.3000000000001,725.65,974.68,1288.8,1716.54
"Mills County, TX",4833399999,48.0,623,658,826,1005,1215,685.3000000000001,756.6999999999999,974.68,1206.0,1482.3
"Mitchell County, TX",4833599999,48.0,623,731,826,1174,1215,685.3000000000001,840.65,974.68,1408.8,1482.3
"Montague County, TX",4833799999,48.0,765,771,1015,1358,1364,841.5000000000001,886.65,1197.7,1629.6,1664.08
"Moore County, TX",4834199999,48.0,733,738,971,1182,1428,806.3000000000001,848.6999999999999,1145.78,1418.3999999999999,1742.1599999999999
"Morris County, TX",4834399999,48.0,552,628,826,1174,1324,607.2,722.1999999999999,974.68,1408.8,1615.28
"Motley County, TX",4834599999,48.0,623,658,826,1062,1215,685.3000000000001,756.6999999999999,974.68,1274.3999999999999,1482.3
"Nacogdoches County, TX",4834799999,48.0,682,769,905,1176,1439,750.2,884.3499999999999,1067.8999999999999,1411.2,1755.58
"Navarro County, TX",4834999999,48.0,595,672,885,1252,1507,654.5,772.8,1044.3,1502.3999999999999,1838.54
"Newton County, TX HUD Metro FMR Area",4835199999,48.0,623,658,826,1143,1215,685.3000000000001,756.6999999999999,974.68,1371.6,1482.3
"Nolan County, TX",4835399999,48.0,637,642,845,1201,1439,700.7,738.3,997.0999999999999,1441.2,1755.58
"Ochiltree County, TX",4835799999,48.0,700,739,928,1139,1365,770.0000000000001,849.8499999999999,1095.04,1366.8,1665.3
"Oldham County, TX HUD Metro FMR Area",4835999999,48.0,678,788,984,1198,1561,745.8000000000001,906.1999999999999,1161.12,1437.6,1904.4199999999998
"Palo Pinto County, TX",4836399999,48.0,636,696,916,1199,1288,699.6,800.4,1080.8799999999999,1438.8,1571.36
"Panola County, TX",4836599999,48.0,651,656,864,1052,1216,716.1,754.4,1019.52,1262.3999999999999,1483.52
"Parmer County, TX",4836999999,48.0,632,725,838,1040,1421,695.2,833.7499999999999,988.8399999999999,1248.0,1733.62
"Pecos County, TX",4837199999,48.0,623,813,918,1305,1350,685.3000000000001,934.9499999999999,1083.24,1566.0,1647.0
"Polk County, TX",4837399999,48.0,653,763,862,1183,1249,718.3000000000001,877.4499999999999,1017.16,1419.6,1523.78
"Presidio County, TX",4837799999,48.0,623,731,826,1174,1215,685.3000000000001,840.65,974.68,1408.8,1482.3
"Rains County, TX",4837999999,48.0,623,728,826,1139,1215,685.3000000000001,837.1999999999999,974.68,1366.8,1482.3
"Reagan County, TX",4838399999,48.0,750,792,995,1211,1464,825.0000000000001,910.8,1174.1,1453.2,1786.08
"Real County, TX",4838599999,48.0,698,737,926,1316,1362,767.8000000000001,847.55,1092.6799999999998,1579.2,1661.6399999999999
"Red River County, TX",4838799999,48.0,623,696,826,1005,1215,685.3000000000001,800.4,974.68,1206.0,1482.3
"Reeves County, TX",4838999999,48.0,688,726,912,1265,1342,756.8000000000001,834.9,1076.1599999999999,1518.0,1637.24
"Refugio County, TX",4839199999,48.0,634,713,841,1024,1315,697.4000000000001,819.9499999999999,992.38,1228.8,1604.3
"Roberts County, TX",4839399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Runnels County, TX",4839999999,48.0,670,675,889,1082,1194,737.0000000000001,776.2499999999999,1049.02,1298.3999999999999,1456.68
"Rusk County, TX HUD Metro FMR Area",4840199999,48.0,692,697,917,1153,1302,761.2,801.55,1082.06,1383.6,1588.44
"Sabine County, TX",4840399999,48.0,623,700,826,1174,1407,685.3000000000001,804.9999999999999,974.68,1408.8,1716.54
"San Augustine County, TX",4840599999,48.0,688,694,913,1111,1343,756.8000000000001,798.0999999999999,1077.34,1333.2,1638.46
"San Jacinto County, TX",4840799999,48.0,623,731,826,1105,1110,685.3000000000001,840.65,974.68,1326.0,1354.2
"San Saba County, TX",4841199999,48.0,692,697,918,1117,1350,761.2,801.55,1083.24,1340.3999999999999,1647.0
"Schleicher County, TX",4841399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Scurry County, TX",4841599999,48.0,679,797,900,1222,1532,746.9000000000001,916.55,1062.0,1466.3999999999999,1869.04
"Shackelford County, TX",4841799999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Shelby County, TX",4841999999,48.0,623,698,826,1174,1299,685.3000000000001,802.6999999999999,974.68,1408.8,1584.78
"Sherman County, TX",4842199999,48.0,623,658,826,1174,1277,685.3000000000001,756.6999999999999,974.68,1408.8,1557.94
"Somervell County, TX HUD Metro FMR Area",4842599999,48.0,722,785,957,1360,1408,794.2,902.7499999999999,1129.26,1632.0,1717.76
"Starr County, TX",4842799999,48.0,623,628,826,1125,1215,685.3000000000001,722.1999999999999,974.68,1350.0,1482.3
"Stephens County, TX",4842999999,48.0,623,644,826,1174,1215,685.3000000000001,740.5999999999999,974.68,1408.8,1482.3
"Sterling County, TX",4843199999,48.0,714,853,1068,1396,1803,785.4000000000001,980.9499999999999,1260.24,1675.2,2199.66
"Stonewall County, TX",4843399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Sutton County, TX",4843599999,48.0,623,670,826,1084,1215,685.3000000000001,770.4999999999999,974.68,1300.8,1482.3
"Swisher County, TX",4843799999,48.0,623,649,826,1174,1215,685.3000000000001,746.3499999999999,974.68,1408.8,1482.3
"Terrell County, TX",4844399999,48.0,667,705,885,1161,1302,733.7,810.7499999999999,1044.3,1393.2,1588.44
"Terry County, TX",4844599999,48.0,628,633,833,1115,1119,690.8000000000001,727.9499999999999,982.9399999999999,1338.0,1365.18
"Throckmorton County, TX",4844799999,48.0,623,658,826,1009,1215,685.3000000000001,756.6999999999999,974.68,1210.8,1482.3
"Titus County, TX",4844999999,48.0,636,640,830,1108,1124,699.6,736.0,979.4,1329.6,1371.28
"Trinity County, TX",4845599999,48.0,688,724,913,1111,1520,756.8000000000001,832.5999999999999,1077.34,1333.2,1854.3999999999999
"Tyler County, TX",4845799999,48.0,623,731,826,1093,1215,685.3000000000001,840.65,974.68,1311.6,1482.3
"Upton County, TX",4846199999,48.0,623,731,826,1084,1215,685.3000000000001,840.65,974.68,1300.8,1482.3
"Uvalde County, TX",4846399999,48.0,663,778,879,1220,1435,729.3000000000001,894.6999999999999,1037.22,1464.0,1750.7
"Val Verde County, TX",4846599999,48.0,679,684,900,1207,1324,746.9000000000001,786.5999999999999,1062.0,1448.3999999999999,1615.28
"Van Zandt County, TX",4846799999,48.0,613,716,917,1303,1350,674.3000000000001,823.4,1082.06,1563.6,1647.0
"Walker County, TX",4847199999,48.0,730,917,1092,1329,1860,803.0000000000001,1054.55,1288.56,1594.8,2269.2
"Ward County, TX",4847599999,48.0,775,865,1028,1251,1512,852.5000000000001,994.7499999999999,1213.04,1501.2,1844.6399999999999
"Washington County, TX",4847799999,48.0,817,850,971,1341,1480,898.7,977.4999999999999,1145.78,1609.2,1805.6
"Wharton County, TX",4848199999,48.0,658,713,873,1241,1439,723.8000000000001,819.9499999999999,1030.1399999999999,1489.2,1755.58
"Wheeler County, TX",4848399999,48.0,623,628,826,1005,1215,685.3000000000001,722.1999999999999,974.68,1206.0,1482.3
"Wilbarger County, TX",4848799999,48.0,632,637,838,1020,1233,695.2,732.55,988.8399999999999,1224.0,1504.26
"Willacy County, TX",4848999999,48.0,623,628,826,1105,1110,685.3000000000001,722.1999999999999,974.68,1326.0,1354.2
"Winkler County, TX",4849599999,48.0,688,726,912,1226,1342,756.8000000000001,834.9,1076.1599999999999,1471.2,1637.24
"Wise County, TX HUD Metro FMR Area",4849799999,48.0,925,946,1068,1517,1544,1017.5000000000001,1087.8999999999999,1260.24,1820.3999999999999,1883.68
"Wood County, TX",4849999999,48.0,633,719,947,1153,1393,696.3000000000001,826.8499999999999,1117.46,1383.6,1699.46
"Yoakum County, TX",4850199999,48.0,761,855,1009,1228,1484,837.1,983.2499999999999,1190.62,1473.6,1810.48
"Young County, TX",4850399999,48.0,630,731,835,1104,1422,693.0,840.65,985.3,1324.8,1734.84
"Zapata County, TX",4850599999,48.0,623,667,826,1031,1215,685.3000000000001,767.05,974.68,1237.2,1482.3
"Zavala County, TX",4850799999,48.0,623,658,826,1172,1215,685.3000000000001,756.6999999999999,974.68,1406.3999999999999,1482.3
"Beaver County, UT",4900199999,49.0,552,670,826,1123,1290,607.2,770.4999999999999,974.68,1347.6,1573.8
"Box Elder County, UT HUD Metro FMR Area",4900399999,49.0,665,747,963,1303,1565,731.5000000000001,859.05,1136.34,1563.6,1909.3
"Carbon County, UT",4900799999,49.0,560,669,826,1039,1407,616.0,769.3499999999999,974.68,1246.8,1716.54
"Daggett County, UT",4900999999,49.0,552,670,826,1095,1407,607.2,770.4999999999999,974.68,1314.0,1716.54
"Duchesne County, UT",4901399999,49.0,567,711,847,1138,1286,623.7,817.65,999.4599999999999,1365.6,1568.92
"Emery County, UT",4901599999,49.0,552,731,826,1137,1407,607.2,840.65,974.68,1364.3999999999999,1716.54
"Garfield County, UT",4901799999,49.0,552,731,826,1005,1320,607.2,840.65,974.68,1206.0,1610.3999999999999
"Grand County, UT",4901999999,49.0,682,775,1020,1365,1370,750.2,891.2499999999999,1203.6,1638.0,1671.3999999999999
"Iron County, UT",4902199999,49.0,657,807,982,1349,1673,722.7,928.05,1158.76,1618.8,2041.06
"Kane County, UT",4902599999,49.0,684,777,1023,1322,1374,752.4000000000001,893.55,1207.1399999999999,1586.3999999999999,1676.28
"Millard County, UT",4902799999,49.0,552,670,826,1115,1301,607.2,770.4999999999999,974.68,1338.0,1587.22
"Piute County, UT",4903199999,49.0,552,670,826,1174,1407,607.2,770.4999999999999,974.68,1408.8,1716.54
"Rich County, UT",4903399999,49.0,552,670,826,1095,1407,607.2,770.4999999999999,974.68,1314.0,1716.54
"San Juan County, UT",4903799999,49.0,683,731,826,1005,1407,751.3000000000001,840.65,974.68,1206.0,1716.54
"Sanpete County, UT",4903999999,49.0,571,648,853,1038,1235,628.1,745.1999999999999,1006.54,1245.6,1506.7
"Sevier County, UT",4904199999,49.0,552,628,826,1090,1316,607.2,722.1999999999999,974.68,1308.0,1605.52
"Summit County, UT",4904399999,49.0,1172,1180,1553,1890,2259,1289.2,1357.0,1832.54,2268.0,2755.98
"Tooele County, UT HUD Metro FMR Area",4904599999,49.0,745,846,1114,1520,1898,819.5000000000001,972.9,1314.52,1824.0,2315.56
"Uintah County, UT",4904799999,49.0,616,679,827,1174,1409,677.6,780.8499999999999,975.8599999999999,1408.8,1718.98
"Wasatch County, UT",4905199999,49.0,842,1115,1259,1780,2058,926.2,1282.25,1485.62,2136.0,2510.7599999999998
"Wayne County, UT",4905599999,49.0,552,670,826,1005,1407,607.2,770.4999999999999,974.68,1206.0,1716.54
"Addison County, VT",5000100325,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000108575,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000109025,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000116000,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000126300,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000128600,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000129575,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000131525,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000139325,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000140075,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000144350,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000145550,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000148700,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000153725,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000153950,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000159650,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000162575,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000165050,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000170075,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000174650,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000176075,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000183275,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Addison County, VT",5000183800,50.0,842,947,1192,1549,1601,926.2,1089.05,1406.56,1858.8,1953.22
"Bennington County, VT",5000301450,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000304825,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000317725,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000327962,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000339025,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000342850,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000355000,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000357025,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000358600,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000361000,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000362875,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000363175,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000363550,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000369775,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000371425,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000385075,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Bennington County, VT",5000385675,50.0,849,886,1120,1455,1578,933.9000000000001,1018.9,1321.6,1746.0,1925.1599999999999
"Caledonia County, VT",5000502875,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000510450,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000517125,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000530550,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000531825,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000537900,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000541725,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000547725,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000554400,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000561525,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000562200,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000564075,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000569925,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000571575,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000575700,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000577125,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Caledonia County, VT",5000583500,50.0,810,845,954,1167,1625,891.0000000000001,971.7499999999999,1125.72,1400.3999999999999,1982.5
"Essex County, VT",5000902125,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000902162,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000906325,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000908725,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000910075,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000911800,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000915250,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000921250,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000925975,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000929125,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000930775,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000939700,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000939775,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000941425,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000942475,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000952750,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000975175,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000976337,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Essex County, VT",5000976562,50.0,730,746,843,1143,1169,803.0000000000001,857.9,994.7399999999999,1371.6,1426.18
"Lamoille County, VT",5001504375,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001511500,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001523500,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001523725,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001535050,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001537075,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001546675,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001570525,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001577425,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Lamoille County, VT",5001585375,50.0,874,880,1158,1544,1556,961.4000000000001,1011.9999999999999,1366.4399999999998,1852.8,1898.32
"Orange County, VT",5001707375,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001707600,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001709325,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001713525,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001715700,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001725675,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001748175,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001753425,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001758075,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001770675,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001772400,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001773075,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001773675,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001774950,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
"Orange County, VT",5001776750,50.0,852,857,1125,1427,1511,937.2,985.55,1327.5,1712.3999999999999,1843.42
